Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S
0,3,0,-0.608518043858027,1,0,-0.7481278144442531,False,True
1,3,1,-0.20911748889977727,0,0,-0.6983256478205332,False,True
1,1,1,0.6895337597562847,1,0,2.6347304665891658,False,True
0,3,0,0.6895337597562847,0,0,-0.6891030243716961,False,True
0,3,0,-0.009417211420652386,0,0,-0.658978247138415,True,False
0,1,0,2.586686395807971,0,0,2.543426494445679,False,True
1,3,1,-0.10926735016021483,0,2,-0.46161410533330277,False,True
1,2,1,-1.4073191537745264,1,0,0.9356133471655056,False,False
1,3,1,-2.4058205411701508,1,1,-0.05089748171217453,False,True
0,3,0,-0.8082183213371519,0,0,-0.6891030243716961,False,True
0,3,0,1.0889343147145345,1,5,1.0244604124222219,False,True
0,3,1,-1.4073191537745264,0,0,-0.7035493417419546,False,True
1,2,0,-0.009417211420652386,0,0,-0.32388713579775025,False,True
0,3,1,0.29013320479803495,1,0,0.04501780215573053,False,True
1,3,1,-0.009417211420652386,0,0,-0.7499723391340206,False,False
0,2,0,0.6895337597562847,0,0,0.6352657028812998,False,True
1,2,0,0.5896836210167222,0,0,-0.32388713579775025,False,True
1,3,1,-1.3074690150349642,0,0,-0.6906376689135827,True,False
1,1,0,-0.009417211420652386,0,0,1.3361850849929133,False,True
0,3,1,-2.006419986211901,3,1,0.2718943389971212,False,True
1,3,1,0.989084175974972,1,5,1.0327607735261752,False,True
0,3,0,-0.009417211420652386,0,0,-0.7499723391340206,False,False
1,3,1,-0.009417211420652386,0,0,-0.701704817052187,True,False
0,3,0,-0.009417211420652386,0,0,-0.7004800526581815,False,True
0,1,0,1.1887844534540968,0,0,0.7622280263273697,False,False
1,3,1,-0.009417211420652386,0,0,-0.7112373206489051,True,False
0,1,0,1.3884847309332218,1,0,2.5535713802394,False,True
1,3,0,-0.009417211420652386,0,0,-0.7496624589861397,False,False
0,3,0,-0.7083681825975895,0,0,-0.6891030243716961,False,True
0,3,1,-1.0079185988162767,2,0,0.04501780215573053,False,True
1,3,1,-1.4073191537745264,1,0,-0.4536162462784713,False,False
0,3,1,1.1887844534540968,1,0,-0.5839651170549542,False,True
0,2,1,-0.10926735016021483,1,0,0.266360764927819,False,True
0,3,0,-0.009417211420652386,0,0,-0.7004800526581815,False,False
1,2,1,-2.5056706799097133,1,2,1.7847144647542734,False,False
1,3,1,-0.9080684600767143,0,0,-0.701704817052187,True,False
0,3,0,-0.009417211420652386,0,0,-0.6891030243716961,False,True
0,3,0,-0.009417211420652386,1,0,-0.13943466682100986,True,False
1,3,1,-0.009417211420652386,0,0,-0.7112373206489051,True,False
0,3,0,-0.009417211420652386,2,0,0.31647281169941993,False,False
0,3,1,-1.0079185988162767,1,0,0.03026160463759135,False,True
0,3,0,-2.1062701249514637,4,1,1.6451429705289533,False,True
0,3,0,-0.7083681825975895,0,0,-0.7075482712693703,False,True
1,2,1,0.09043292731891005,1,0,0.6352657028812998,False,True
1,1,0,-0.009417211420652386,0,0,1.3361850849929133,False,True
1,2,1,-0.7083681825975895,0,0,-0.5083396047744906,False,True
0,3,0,0.04050785794912883,0,0,-0.7496624589861397,False,False
1,2,1,-2.3059704024305883,1,2,0.764382431165018,False,True
0,3,0,-1.7068695699932137,5,2,2.1772883435268495,False,True
0,3,0,-0.608518043858027,0,0,-0.7496624589861397,False,False
0,3,0,-2.4058205411701508,3,2,0.7754495793036223,False,True
0,1,0,-0.009417211420652386,0,0,0.7622280263273697,False,False
1,3,0,-0.009417211420652386,1,1,-0.1581897938665649,False,False
1,2,1,0.09043292731891005,0,0,-0.5083396047744906,False,True
0,3,0,-0.9080684600767143,0,0,-0.6811125434156238,False,True
1,3,1,-1.1077687375558392,4,2,-0.6983256478205332,False,True
0,3,0,-0.20911748889977727,2,0,-0.6439121694723948,False,True
0,2,0,0.38998334353759734,0,0,-0.5083396047744906,False,True
0,3,1,-1.2076188762954017,5,2,2.1772883435268495,False,True
0,3,0,-0.20911748889977727,1,0,-0.21659482364335989,False,False
1,3,0,0.38998334353759734,0,0,2.885275944249652,False,True
0,3,0,-0.3089676276393397,0,0,-0.7186154194079747,False,True
0,3,0,-0.009417211420652386,0,0,-0.7004800526581815,False,True
0,3,0,-0.009417211420652386,0,0,-0.6891030243716961,False,True
1,3,1,0.19028306605847248,0,0,-0.36262215428286576,False,True
0,3,0,-0.608518043858027,0,0,-0.6190110861605349,False,True
1,3,0,0.09043292731891005,0,0,-0.5821205923651868,False,True
1,3,1,-0.009417211420652386,0,0,-0.7084705336142539,True,False
0,1,0,-0.009417211420652386,0,0,2.192044541044989,False,True
1,2,1,-1.1077687375558392,0,0,-0.5083396047744906,False,True
1,3,1,0.4898334822771598,3,0,-0.11361132116426623,False,True
0,3,0,-1.2076188762954017,1,3,1.25318147395338,False,True
0,3,0,-0.009417211420652386,0,0,-0.6891030243716961,False,True
0,3,0,-0.40881776637890216,0,0,-0.6891030243716961,False,True
0,3,0,0.09043292731891005,0,0,-0.6891030243716961,False,True
0,3,0,-0.8082183213371519,0,0,-0.7035493417419546,False,True
0,1,0,1.7878852858914716,1,0,3.230511941384037,False,True
0,3,0,-0.20911748889977727,1,2,0.23500384520177306,False,True
0,3,0,-0.009417211420652386,0,0,-0.6891030243716961,False,True
1,1,0,-0.5086679051184646,0,1,3.391597971590804,False,False
1,2,1,0.5896836210167222,0,1,0.4139227401092113,False,True
0,2,0,0.5896836210167222,1,0,0.6352657028812998,False,True
0,3,1,-0.009417211420652386,0,0,-0.7004800526581815,False,True
0,3,0,-0.009417211420652386,0,0,-0.7004800526581815,False,True
0,3,0,0.4898334822771598,0,0,-0.6445245516693976,False,True
0,3,0,0.8892340372354095,2,0,-0.6983256478205332,False,True
0,3,0,-0.009417211420652386,0,0,-0.7004800526581815,False,True
1,3,1,-0.7083681825975895,0,0,-0.7186154194079747,False,True
1,3,0,-0.009417211420652386,0,0,-0.7093927959591376,False,True
0,3,0,0.989084175974972,0,0,-0.7004800526581815,False,True
1,3,1,-0.009417211420652386,1,0,0.49877087583851176,True,False
0,1,0,1.8877354246310338,0,0,2.5535713802394,False,True
0,3,1,-1.3573940844047452,1,0,-0.21659482364335989,False,False
0,3,0,-0.608518043858027,0,0,-0.6891030243716961,False,True
0,3,1,-0.8082183213371519,1,0,-0.5581417713982106,False,True
0,3,1,-1.1077687375558392,0,0,-0.21629232159423809,False,False
0,3,0,-0.7083681825975895,0,0,-0.6983256478205332,False,True
0,2,0,0.09043292731891005,1,0,0.266360764927819,False,True
0,3,0,-0.009417211420652386,0,0,-0.6891030243716961,False,True
0,2,0,0.4399084129073786,1,0,0.9356133471655056,False,False
1,2,1,0.4399084129073786,0,0,-0.32388713579775025,False,True
1,3,0,-1.6070194312536514,1,0,-0.4536162462784713,False,False
0,3,0,-0.009417211420652386,0,0,-0.7112373206489051,True,False
1,3,0,-0.40881776637890216,0,0,-0.7561182954003255,False,True
1,3,1,-0.009417211420652386,1,1,0.36657748037226157,False,False
0,3,0,1.688035147151909,0,0,-0.7684175860316946,False,True
0,3,0,0.4898334822771598,0,0,-0.7004800526581815,False,False
0,3,0,-0.8082183213371519,0,0,-0.7628840119623923,False,True
0,3,1,1.8877354246310338,1,0,-0.213215654411706,False,True
1,2,1,0.09043292731891005,1,0,0.6352657028812998,False,True
0,2,0,-0.3089676276393397,0,0,-0.32388713579775025,False,True
0,2,0,-0.5086679051184646,0,0,-0.17294599138470407,False,False
1,1,1,-0.9080684600767143,0,2,0.6561678566657441,False,True
0,1,0,0.8892340372354095,1,0,2.6347304665891658,False,True
0,3,0,-1.2076188762954017,0,0,-0.603022746149631,False,True
0,3,1,-0.009417211420652386,0,2,-0.1581897938665649,False,False
1,3,1,-0.608518043858027,0,0,-0.7112373206489051,False,True
1,3,1,-0.40881776637890216,1,0,-0.11361132116426623,False,True
0,3,0,-0.9080684600767143,0,0,-0.7850183082396012,True,False
0,2,0,-1.0079185988162767,0,0,-0.43455861718379446,False,True
0,2,0,-0.9080684600767143,1,1,1.4284113194812835,False,True
1,3,0,-0.10926735016021483,0,0,-0.7078581514172512,False,True
0,3,1,-1.9065698474723387,2,2,1.25318147395338,False,True
0,2,0,0.8393089678656284,0,2,0.6352657028812998,False,True
0,2,0,1.3884847309332218,0,0,-0.32388713579775025,False,True
0,2,0,2.2871359795892836,0,0,-0.3589331049033309,False,True
0,3,0,1.238709522823878,0,2,-0.213215654411706,False,True
0,3,0,-0.009417211420652386,0,0,-0.7435165027198346,False,True
0,1,0,2.2871359795892836,0,1,3.245578019050057,False,False
1,3,1,-1.2076188762954017,0,0,-0.7124694631416697,True,False
0,3,0,0.19028306605847248,0,0,-0.6891030243716961,False,True
0,3,0,-0.009417211420652386,0,0,-0.6439121694723948,False,True
0,3,0,1.5881850084123466,0,1,-0.09516607426659206,False,True
1,2,1,1.1887844534540968,0,0,-0.12098941992333583,False,True
0,3,0,-0.20911748889977727,0,0,-0.7093927959591376,False,True
0,3,0,-1.1077687375558392,0,0,-0.6439121694723948,False,True
1,3,0,-1.9065698474723387,0,2,0.2313147958222382,False,True
1,1,1,-0.009417211420652386,0,1,2.7749143430114884,False,True
0,3,1,1.688035147151909,1,4,0.7754495793036223,False,True
0,1,0,-0.009417211420652386,0,0,0.6297321288119976,False,True
0,3,0,-0.009417211420652386,0,0,2.885275944249652,False,True
0,3,0,-2.4058205411701508,4,1,0.8658312891022253,True,False
0,3,0,-0.7083681825975895,0,0,-0.6983256478205332,False,True
0,3,0,-1.0079185988162767,1,1,-0.7035493417419546,False,True
0,3,0,-0.009417211420652386,3,1,0.5959183021991815,False,True
0,1,1,2.187285840849721,0,0,0.8353966317210629,False,False
0,2,0,0.19028306605847248,0,0,-0.32388713579775025,False,True
0,3,0,0.7893838984958471,0,0,-1.2830399744768002,False,True
0,2,0,-0.009417211420652386,0,0,-0.17263611123682307,False,False
0,3,0,-1.9065698474723387,4,2,1.0327607735261752,False,True
1,3,1,-2.4058205411701508,0,2,0.34198627720828245,False,True
0,1,0,-0.009417211420652386,0,0,2.4060094050580076,False,True
1,3,1,-0.009417211420652386,1,0,-0.13943466682100986,True,False
1,1,0,1.688035147151909,0,0,0.6758452460561827,False,True
0,3,0,1.1887844534540968,1,1,-0.13943466682100986,True,False
0,3,0,0.7893838984958471,0,0,-0.7004800526581815,False,True
